"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS0806","Cathedral City","Riverside County","CA","Cathedral City Police Department","Police","The Cathedral City Police Department operates automated license plate readers and accesses external ALPR data. The agency collected 24,233 license plate scans in 2019. ","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/cathedral_city_police_department.html","","California State Auditor","","2/13/2020","https://www.muckrock.com/foi/cathedral-city-3143/2020-vigilant-data-sharing-information-automated-license-plate-reader-cathedral-city-police-department-90318/","","Cathedral City Police Department","","3/16/2020","","","","","",""
"AOS0807","Larkspur","Marin County","CA","Central Marin Police Authority","Police","The Central Marin Police Authority operates automated license plate readers and accesses external ALPR data. The agency contracts with Neology/PIPS.","Municipal","Automated License Plate Readers","Neology/PIPS","https://www.auditor.ca.gov/reports/2019-118/surveys/central_marin_police.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0808","Ceres","Stanislaus County","CA","Ceres Police Department","Police","The Ceres Police Department operates automated license plate readers. The agency contracts with Neology.","Municipal","Automated License Plate Readers","PIPS","https://www.auditor.ca.gov/reports/2019-118/surveys/ceres_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0809","Chico","Butte County","CA","Chico Police Department","Police","The Chico Police Department operates automated license plate readers and accesses external ALPR data.","Municipal","Automated License Plate Readers","","https://www.auditor.ca.gov/reports/2019-118/surveys/chico_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0810","Chino","San Bernardino County","CA","Chino Police Department","Police","The Chino Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/chino_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0811","Chowchilla","Madera County","CA","Chowchilla Police Department","Police","The Chowchilla Police Department accesses ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/chowchilla_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0812","Chula Vista","San Diego County","CA","Chula Vista Police Department","Police","The Chula Vista Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/chula_vista_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0813","Clayton","Contra Costa County","CA","Clayton Police Department","Police","The Clayton Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/clayton_police_department.html","","California State Auditor","","2/13/2020","https://www.muckrock.com/foi/clayton-3152/california-automated-license-plate-readers-alpr-clayton-police-department-107989/","","Clayton Police Department","","2/11/2021","","","","","",""
"AOS0814","Clearlake","Lake County","CA","Clearlake Police Department","Police","The Clearlake Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with OpenALPR.","Municipal","Automated License Plate Readers","OpenALPR","https://www.auditor.ca.gov/reports/2019-118/surveys/clearlake_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0815","Clovis","Fresno County","CA","Clovis Police Department","Police","The Clovis Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions and ELSAG.","Municipal","Automated License Plate Readers","Vigilant Solutions, ELSAG","https://www.auditor.ca.gov/reports/2019-118/surveys/clovis_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0816","Colton","San Bernardino County","CA","Colton Police Department","Police","The Colton Police Department operates automated license plate readers.","Municipal","Automated License Plate Readers","","https://www.auditor.ca.gov/reports/2019-118/surveys/colton_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0817","Concord","Contra Costa County","CA","Concord Police Department","Police","The Concord Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Neology/PIPS.","Municipal","Automated License Plate Readers","Neology/PIPS","https://www.auditor.ca.gov/reports/2019-118/surveys/concord_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0818","Corning","Tehama County","CA","Corning Police Department","Police","The Corning Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/corning_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0819","Corona","Riverside County","CA","Corona Police Department","Police","The Corona Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/corona_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0820","Coronado","San Diego County","CA","Coronado Police Department","Police","The Coronado Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions and Neology/PIPS.","Municipal","Automated License Plate Readers","Vigilant Solutions, Neology/PIPS","https://www.auditor.ca.gov/reports/2019-118/surveys/coronado_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0821","Costa Mesa","Orange County","CA","Costa Mesa Police Department","Police","The Costa Mesa Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/costa_mesa_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0822","Covina","Los Angeles County","CA","Covina Police Department","Police","The Covina Police Department purchased Flock Safety automated license plate readers in 2020. ","Municipal","Automated License Plate Readers","Flock Safety","https://covinaca.civicweb.net/document/11151/Lease%20of%20Automated%20License%20Plate%20Readers%20(ALPR).pdf","","Covina City Council","","9/15/2020","https://covinaca.civicweb.net/document/11512/2020%2009%2015%20Minutes%20CC%20DRAFT.pdf?handle=B1F1426403A946E2A194B9D1D44FBCEA","","Covina City Council","","9/15/2020","","","","","",""
"AOS0823","Culver City","Los Angeles County","CA","Culver City Police Department","Police","The Culver City Police Department operates automated license plate readers and accesses external ALPR data.","Municipal","Automated License Plate Readers","","https://www.auditor.ca.gov/reports/2019-118/surveys/culver_city_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0824","Daly City","San Mateo County","CA","Daly City Police Department","Police","The Daly City Police Department operates automated license plate readers and accesses external ALPR data.","Municipal","Automated License Plate Readers","","https://www.auditor.ca.gov/reports/2019-118/surveys/daly_city_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0825","Davis","Yolo County","CA","Davis Police Department","Police","The Davis Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Genetec AutoVu.","Municipal","Automated License Plate Readers","Genetec AutoVu","https://www.auditor.ca.gov/reports/2019-118/surveys/davis_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0826","Desert Hot Springs","Riverside County","CA","Desert Hot Springs Police Department","Police","The Desert Hot Springs Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/desert_hot_springs_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0827","Dixon","Solano County","CA","Dixon Police Department","Police","The Dixon Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/dixon_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0828","Downey","Los Angeles County","CA","Downey Police Department","Police","The Downey Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions and Neology/PIPS.","Municipal","Automated License Plate Readers","Vigilant Solutions, Neology/PIPS","https://www.auditor.ca.gov/reports/2019-118/surveys/downey_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0829","East Palo Alto","San Mateo County","CA","East Palo Alto Police Department","Police","The East Palo Alto Police Department accesses ALPR data.","Municipal","Automated License Plate Readers","","https://www.auditor.ca.gov/reports/2019-118/surveys/east_palo_alto_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0830","El Cajon","San Diego County","CA","El Cajon Police Department","Police","The El Cajon Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Neology/PIPS.","Municipal","Automated License Plate Readers","Neology/PIPS","https://www.auditor.ca.gov/reports/2019-118/surveys/el_cajon_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
"AOS0831","El Centro","Imperial County","CA","El Centro Police Department","Police","The El Centro Police Department operates automated license plate readers and accesses external ALPR data. The agency contracts with Vigilant Solutions.","Municipal","Automated License Plate Readers","Vigilant Solutions","https://www.auditor.ca.gov/reports/2019-118/surveys/el_centro_police_department.html","","California State Auditor","","2/13/2020","","","","","","","","","","",""
